LANG,TEXT
Afrikaans,"Soos die voëltjie wegfladder, soos die swaweltjie wegvlieg, so is 'n vervloeking sonder oorsaak: dit kom nie uit nie.
"
Aguaruna,"Jisus ditan iniak: —¿Jusha atumesh wajuk anentaimtagme? Aents uchijí jimag ajujakuí, nunin makichik uchijiya nuna chichajak: ‘Uchuchih, uva ajakbauwa nui weme takastá’, tiuwai.
"
Aguaruna,"Tutai ditak wake besekag pekaamsaju, nunikag makí makichik iniininak: —¿Wikaitag? —tutai, tikitchakam: —¿wikaitag? —wajaidau.
"
Aguaruna,"Nuna tusag surnumia dase diipas dasentai: Dekas yajau juniatsui wegagmi, tusag nuwiyan pempegkiagmatai, ajuntai Creta tugkitken tikiju wajasá wegamunum,
"
Aguaruna,"Wi juna tajim junak, atumek Jisukristu aentsji asajum pegkeg takaakjum, tsaaptinnum pujumaina numamtuk wajaidau asagmin tajime. Jutii Jisukristui kajintsá anentaimaidautik, iwanchdau aidau suwenum yujaina nuninuk ainatsji.
"
Aguaruna,"Makichik aents tsawantan mamikia: Wika jujú tsawantin Apajuin ememattajai, takug betek umiktí, nuna dutikak Apajuinak ememattatui. Nunisag ashí tinamag yuwina dushakam dutikatnume, nuna dutikainak Apajuinak ememattatui, wagki Apajuin see tusa yuwidau asag. Ashí tinamag yuwinatsu dushakam dutikatnume, nuna dutikak Apajuinak ememattatui, wagki ditashkam Apajuin see tusag yuwidau asag.
"
Aguaruna,"Tujash Kristu nemagkau yatsut aidauti pempeentuniki aneenita nunak agatjashtatjime. Wagki pempeentuniki aneenitnak Apajuí jintinjamawaju asagmatai.
"
Aguaruna,"Imatú batsatai pachiachmau senchi uujak, jega aents achiká chimpitai ajigbau aidaun senchi pegau, imatiktai ashí waitig ujanjauwai. Tuja aents achiká jiju ikagmauwai jigkakbaushkam tsujinag kakekaju.
"
Aguaruna,"Jonasan nayantsanmaya namak muun kujajui, dutikam nuna ampujin kampatum tsawan kampatum kashi pujusuí. Wishakam antsanuk Apajuí Uchijiyaitkun Aentsmagan ju nugka juwi Akiinauwaitag nunak, mantuawag ukugsagmatai nugká initken kampatum tsawan nuigtú kampatum kashia imaan tepesan nantaktinaitjai.
"
Aguaruna,"Jutii Jisukristui kajintsá anentaimaidautik, Agar inatai aajakua nuna uchijiya nuninuk ainatsji. Jutiik Sara Abragkan nuwe inashtai aajakua nuna uchijiya numamtin ainaji.
"
Aguaruna,"Tuja aents pakamachu aina nunú, chicham umiktajum tibauwa nuna umiagtaik, pakamakua imanuk Apajuik diyawai.
"
Aguaruna,"Tima Jisusan jegajiag ujakaju, nuninak: —Au capitanik dekas wait aneasam yaimainaitme.
"
Aguaruna,"Nuniagtai Jisus chichajak: “¿Wajina pachisan takunua antumtikmainaitjime?
"
Aguaruna,"Jujai betekak, Apu Kristun nemajushkam makichik iyashkea nunin wegag, nunú wakannak juwinawai.
"
Aguaruna,"senchi jiikag kantamainak: “¡Uwig maamu aajakua, nuuwai dekas wagaaku senchigtinuk, wiyakuch, yacha, eme anentsá diitai, ememattai, tuke kantamjutai atinuk!” wajagmayi.
"
Aguaruna,"Duwik Apajuin etsegtujakajua duka: Apajuish aents tudau aidaunash wajuk uwemtijatnukita tusag, dekaatatus anentaimtujakajui. Ditak Apajuí atumin wait anenjamag uwemtijamjatna nunak dekaidau asag: Dusha uwemtash wajuk atinkita, tusag shiig dekaatatus wakegainak kuashat anentaimsau ainawai.
"
Aguaruna,"tuja yamaik Apajuí aentsun wait anentawai tusam etsegkata” tibauwa nuna.
"
Aguaruna,"Nuna Jisus tutai kuashat aents: Dekas Apajuí Uchijimpapita, tiajui.
"
Aguaruna,"Wi mina pachitus etsejak senchi waittsatnujinak ujaktatjai”, tiuwai.
"
Aguaruna,"Pegkegchau wakegamua nunak Wakaní Pegkejig dakitawai, nunisag aentsnum pegkegchau wakegamu awa dushakam Wakaní Pegkeji wakegamua nunak dakitawai. Aatus dakitjunidau asamtai, ii wakegamua nunú takaa, Wakaní Pegkeji wakegamua nunú takaa wajamaitsui.
"
Aguaruna,"Tutai aents aidaushkam, Jisus pujamunum jegajiagtatus ashintukajui.
"
Aguaruna,"Agagbaunum chichaak: “Ujunauch aidaun kuashat susaja nunak, Apajuik kajimatjukchatnai dita pegkeg dutikamujiya nunak”, tawai.
"
Aguaruna,"nunikjum jeentin jeen wayaakui: ‘Jintinkagtin chichagtamak: Agkantash awash wi mina jintintaig aidaujai Pascuatin yumainush, tujamae’ titajum,
"
Aguaruna,"Iina muunji yaunchuk batsamajakajua nunak, Apajuik niina etsegtin aina nui kuashta imania ujakajui.
"
Aguaruna,"Nayaimpishkam megkaekabi, papí ninuja jutayama numamtuk. Ashí muja aidauk, ajuntai aidaujai pachimdagak patamsabi.
"
Aguaruna,"wagki Apua duka jiyaawai yana ni aneawa nuna pegkejan takastí tusa, suwimkanash suwawai ni uchijí emamujinak” tawa juka kajimatkiumek.
"
Aguaruna,"Tama Abraham ayaak: ‘Uchijuh adeagta, ame nugká pujusam shiig aneasam waitkas pujubium nu. Nuniamin Lazarok senchi waitmayi, imanijakú asa yamaik nigka juwig ayamak shiig pujawai, nuniai ame waitiame.
"
Aguaruna,"Nunikaju ai, Apajuí aentsji nayaimpinmaya nuwa aidaun chichajak: —Ishamkaigpajum, wika dekajai atum Jisusan achijag maawagma nunú egajum nunak.
"
Aguaruna,"Iina Apuji Jisukristun Apají dekas senchigtina nunú dekatan amasagmatai, atumesh Jisukristush shiig paan dekaatajum tusan.
"
Aguaruna,"Jisus Lázaro pujutain jegakmá, Lázaro ukusam cuatro tsawan wegai jegauwai.
"
Aguaruna,"Tiagtai Jisus chichaak: —Atum chicham umiktina nuwig: ‘Wika atumnak apajuí ainagme tajime’, tusa agagbauwai.
"
Aguaruna,"Uwemtikagtina nunak yamaik mina jiijuí wainkajai,
"
Aguaruna,"Kuashat aents aidau wainak tsanumjuidau, tujash dita tuinamuk betek jegaachu.
"
Aguaruna,"“Duwi ditanun pachisan segagme aminu asagmatai, tikich aents mina nemagtuinatsu nuna pachisnuk segatsjame.
"
Aguaruna,"Maki makichik nuwentin aidauk niina nuwenak eme anentus diiyak, pegkegchau takagtsuk pujumainai,
"
Aguaruna,"Nunik waketkamá jintá ni inake minittaman igkugkui. Dutika igkugkam apujin chichajak: —¡Amina uchigmik tsagagmae! —tusa ujakuí.
"
Aguaruna,"Wika atumiin shiig kajinmamsan pujag duwi shiig aneajai.
"
Aguaruna,"¡Atumek aents wainmachuitak jintan inakmastatus wajukmaina numamtuk wajagme tikich jintinkujum; atumek uwagtinjumin wiyunch egkemamtai kujajaig tusa jiikí ajapeayatkujum, dekas wenunmash camello waimainchauwa imanun kujamaina numamtuk wajagme!
"
Aguaruna,"Abragkak jamainjin jegas pujai, ni nuwe Sara makichkiuch uchigmakui, nuwiya wegantu aidaun yaya dekapamainchauwa iman, nayantsa kaamatkaji dekapamainchauwa nujai betek emakui.
"
