LANG,TEXT
Afrikaans,"Dan sal ons ons dogters aan julle gee, en ons sal julle dogters vir ons neem; en ons sal by julle woon en een volk word.
"
Afrikaans,"Aan hom wat jou op die wang slaan, moet jy ook die ander een aanbied; en aan hom wat jou bo-kleed neem, moet jy ook die onderkleed nie weier nie.
"
Afrikaans,"En in die maand Nisan van die twintigste jaar van koning Artasásta toe daar wyn voor hom was, het ek die wyn opgehef en aan die koning gegee; en omdat ek nooit voor hom bedroef was nie,
"
Afrikaans,"Soos die leër van die hemel nie getel en die sand van die see nie gemeet kan word nie, so sal Ek vermenigvuldig die nageslag van my kneg Dawid, en die Leviete wat My dien.
"
Afrikaans,"Toe het Jesus van Galiléa na die Jordaan, na Johannes gekom om deur hom gedoop te word.
"
Afrikaans,"Hoe mooi het jy die onwyse raad gegee en beleid in oorvloed bekend gemaak!
"
Afrikaans,"En hulle het opgetrek en die land verken van die woestyn Sin af tot by Rehob, na die ingang van Hammat--
"
Afrikaans,"Verder het die HERE met Aäron gespreek: Ek self het jou die diens van my offergawes gegee; wat betref al die heilige gawes van die kinders van Israel, aan jou gee Ek dit as aandeel en aan jou seuns as ewige insetting.
"
Afrikaans,"Want wie is ek tog, en wat is my volk, dat ons in staat sou wees om sulke vrywillige gawes te skenk? Want dit kom alles van U, en uit u hand het ons dit aan U gegee.
"
Afrikaans,"Maar Jesus antwoord: Iemand het My aangeraak, want Ek het gemerk dat krag van My uitgegaan het.
"
Afrikaans,"Waarom sou U wees soos 'n man wat verslae is, soos 'n held wat nie kan verlos nie? U is tog in ons midde, o HERE, en u Naam is oor ons uitgeroep. Verlaat ons nie!
"
Afrikaans,"Toe neem Abraham kleinvee en beeste en gee dit aan Abiméleg; en hulle twee het 'n verbond gesluit;
"
Afrikaans,"Want daar is geen towery teen Jakob of waarsêery teen Israel nie. Nou sal van Jakob en van Israel gesê word wat God gedoen het.
"
Afrikaans,"En haar kinders sal Ek sekerlik doodmaak, en al die gemeentes sal weet dat dit Ek is wat niere en harte deursoek, en Ek sal aan elkeen van julle gee volgens sy werke.
"
Afrikaans,"Hy het die boonste van sy jong takkies afgepluk en dit na die koopmansland gebring; hy het dit neergesit in die stad van koopmans.
"
Afrikaans,"daarom, so sê die Here HERE: Ek sal my hand uitstrek teen Edom en daaruit mens en dier uitroei; en Ek sal dit 'n puinhoop maak van Teman af, en tot by Dedan sal hulle deur die swaard val.
"
Afrikaans,"wat Nebukadnésar, die koning van Babel, nie weggeneem het nie toe hy Jegónja, die seun van Jójakim, die koning van Juda, uit Jerusalem in ballingskap weggevoer het na Babel toe, saam met al die edeles van Juda en Jerusalem--
"
Afrikaans,"Kan jy die dieptes van God peil? Of sal jy kan deurdring tot by die volmaaktheid van die Almagtige?
"
Afrikaans,"Maar as julle die mense hulle oortredinge nie vergewe nie, sal julle Vader julle oortredinge ook nie vergewe nie.
"
Afrikaans,"Toe Moses sien dat die volk bandeloos was--want Aäron het hulle bandeloos laat word tot leedvermaak onder hulle teëstanders--
"
Afrikaans,"En die koning en Jójada het dit aan die uitvoerders van die werk aan die huis van die HERE gegee, en dié het klipkappers en skrynwerkers gehuur om die huis van die HERE te herstel, en ook yster-- en kopersmede om die huis van die HERE te verbeter.
"
Afrikaans,"Hulle moet dan my ordening onderhou, dat hulle weens die heilige gawes geen sonde op hulle laai en daardeur sterwe nie, omdat hulle dit ontheilig het. Ek is die HERE wat hulle heilig.
"
Afrikaans,"een rookpan van tien sikkels goud, vol reukwerk;
"
Afrikaans,"En jy moet vir die HERE jou God as pasga kleinvee en beeste slag, op die plek wat die HERE sal uitkies om sy Naam daar te laat woon.
"
Afrikaans,"Ek het met myself gespreek en gesê: Kyk, ék het groot en altyd groter wysheid verwerf bo almal wat voor my oor Jerusalem gewees het, en my hart het baie wysheid en kennis gesien.
"
Afrikaans,"En die verdere geskiedenis van Joas en alles wat hy gedoen het, en sy magtige dade, hoe hy teen Amásia, die koning van Juda, geveg het, is dit nie beskrywe in die Kroniekboek van die konings van Israel nie?
"
Afrikaans,"En Abdon, die seun van Hillel, die Pireatoniet, het gesterwe en is begrawe in Píreaton, in die land Efraim, op die gebergte van die Amalekiete.
"
Afrikaans,"Mag die dagvervloekers hom verwens, hulle wat die kuns verstaan om die Leviátan op te hits.
"
Afrikaans,"Hy sal nie skreeu of uitroep of sy stem op die straat laat hoor nie.
"
Afrikaans,"En die getal van die leërs van perderuiters was twee maal tien duisend maal tien duisend; en ek het hulle getal gehoor.
"
Afrikaans,"Maar al hierdie dinge is 'n begin van die smarte.
"
Afrikaans,"Daarna het Josua al die stamme van Israel byeen laat kom in Sigem, en hy het die oudstes van Israel en sy hoofde en sy regters en sy opsigters laat roep, en hulle het hul voor die aangesig van God gestel.
"
Afrikaans,"En die priester Eleásar moet van haar bloed met sy vinger neem en van haar bloed sewe maal in die rigting van die voorkant van die tent van samekoms sprinkel.
"
Afrikaans,"En sy trap het sewe trappies gehad, en sy voorportaal was daarvoor; en dit het palmbome gehad, een aan die een en een aan die ander kant, op sy deurposte.
"
Afrikaans,"Toe Moses kom en aan die volk al die woorde van die HERE en al die verordeninge vertel, antwoord die hele volk met een stem en sê: Al die woorde wat die HERE gespreek het, sal ons doen.
"
Aguaruna,"Tujash ju pegkeg ajutjamui, wi Nicolaíta aidau takatjin dakitag nunisjumek atumshakam dakitajum nunú.
"
Aguaruna,"Nuanuí wakag ni jintintaiji aidaun chichajak: —Juwi pujusjum Apajuí aujú pujutajum, iwanch pegkegchau takastinme tusa dekapjamsainum.
"
Aguaruna,"Imá niina wait anenkagtutinig, nuigtú niina Uchijinig kajintsá anentaimu asagmin uwemtijamjajui. Nunak atum pegkeg takasbaugmin dutikachui, imá Apajuik anenjauch uwemtijamjauwai.
"
Aguaruna,"Yamaik shiig aneajai, tujash atum wake besemag batsamsaujum duwi nuniatsjai. Atum wake besemag batsatkujum Apajuiyai ataktú wakitkiujum duwi. Duka Apajuí dutijamkui nunikugme, nuaduí atumin pegkegchau awagmamaina duka dutikashjiapi taji.
"
Aguaruna,"Apajuí aneamuk ni chicham umiktajum timawa nu imatiksaik umiamua nuuwai. Ni chicham umiktajum tujamawa duka kakajus umikchamna nuninchauwai.
"
Aguaruna,"Tusa junashkam tiuwai: “Makichik aentskesh jaanch yamagman tsupikag jaanch mamujunmag adujtuchu ainawai, yamajam asa jaanch mamujun nuní nagkaemas ichiimain asamtai.
"
Aguaruna,"Nunú tabaun antukag Apu Jisusa daajin yamimakajui.
"
Aguaruna,"Nunú tajinchakam Pablo ni aigmak: —¿Wagka buutkugmesh minash wake besemjash anentaimtijagme? Wika ayatak jigkagbau atasanuk umintsan wekaetsujai, wika Apu Jisusa chichame etsegbaunum Jerusalén mantuinakuish jakatasanush wakegajai.
"
Aguaruna,"Nayaimpishkam megkaekabi, papí ninuja jutayama numamtuk. Ashí muja aidauk, ajuntai aidaujai pachimdagak patamsabi.
"
Aguaruna,"Ataktú itawagmatai, Pilato sacerdote apuji aidaun, tikich apu aidaun, ashí aents aidaujai ijumjau.
"
Aguaruna,"Tusa tiagtai Jisus ayaak: —¿Atumek agagbauk ausachuk ainajum, David tsawan ayamtai tsawaju aig niijai yujaamujai yapajuinak,
"
Aguaruna,"Nunikag kuashat aents aidauk jeganmag pimuidiaju, waitinum nagkamnasag tikichish wayachmin awajsaju. Imanikagmatai niishkam Apajuí chichamen etseju.
"
Aguaruna,"‘Belén, Judea nugkanum awa juuwai yaakat imá piipichik, tujash nui akiinatnai makichik Apu, tikich apu aidaun nagkaesau Israel aentsu Apuji atina nu’ tawai, —tuidau.
"
Aguaruna,"wagki Apuk, ni tibaujiya nunak waamak ashí nugkanum umiktatui”, tiuwai.
"
Aguaruna,"Nunú aentsua nuna shiig anentus juwauk, ni pegkegchau jintinkagta nuninuk wegau asamtai.
"
Aguaruna,"Jutiik Apajuí yachají yaunchuk dekachbau uukbau aajakua nu chichaji, nunak Apajuí nugkanash najantsuk ii shiig aneastinjin dutikauwai.
"
Aguaruna,"Makichik aents ni kumpajin ayamjuktatus mantamna nu iwainawai senchi anejata nunak, nu anejata nuna nagkaesau anejatmainuk atsawai.
"
Aguaruna,"“Aents wi takaag nujai shiig aneas juwainachuk mina shiwagmatuinawai, nunisag aents Apajuí chichamen etsegbaunash yainchagtaik kuashat aents uweemainun megkagainawai.
"
Aguaruna,"Imaniagtai Jisus chichaak: —¡Witjai ishamjukaigpajum! —tiuwai.
"
Aguaruna,"Jisus juna chichá chichaakua ashimak ni jintintaiji aidaun chichajak:
"
Aguaruna,"Wika junak atumek nunin ainagme tusan augmatkun tatsujime. Yaunchuk tibaijim nunisnuk, wika atumnak aneajime ijuntsan pujustasan, jaaknush atumjaig jakatasan wakegajai.
"
Aguaruna,"Ashí tsawantai atumjai ijunja pujusan, Apu Jisusan umigkunchakam emematsuk pujusan, kuashat negayai Apajuí augbaijai, tuja mina pataag judío aidaushkam imanik pegkegchau aidaun egatjuinak waitkajianume.
"
Aguaruna,"Nui kanajag kashikmasag nagkaemakmag, higuera ashí kagkapejai kukag wajattaman wainkajui.
"
Aguaruna,"Jisukristuk nigki jutii tudaujin mantamnatatus tsagkamankauwai, yamai ju nugka tudaunum batsatainag nui agkanmitkagmata tau asa, ii Apají Apajuí wakega nunisag.
"
Aguaruna,"Apajuí aents uwemjatnume tusa wait anenkagtak dutikamujiya nunak wika dakitatsjai, tuja chicham umiktina nu umiamunum Apajuí pegkeg ainagme tujamainaitkuig, Kristuk wainak mantamdau amainai.
"
Aguaruna,"Nunú aentsuk jii shiig ishamainnum Apajuí niina shiwaji aidaun suwimkan susatna nuna dakainawai.
"
Aguaruna,"Nuniak aents niijai takau aidaujai, nuigtú tikich ditajai betekmamtuk takau aidaunash ipaa ijunjag chichainak: “Muun aidauh, atumek dekagme, iik jujú jutika sujaku shiig pujú ainaji.
"
Aguaruna,"Pablok tuke nunin asa, jega ijuntainum wayauwai, nunik kampatum tsawan ayamtainum judío aidaujai Apajuí chichame agagbaun pachis tudayinau.
"
Aguaruna,"¿Atumesh wajupatigmea, tikich esajam aina ibau wisha atajai tusajum senchi anentaimtú pujakjumesh esaumainaitjume?
"
Aguaruna,"“Wi ajakan ajakbaun augmattsan timag nunak juna takun timajai: Jigkaiya duka Apajuí chichamega nuuwai.
"
Aguaruna,"Eliuta uchijiyai Eleazar, Eleazara uchijiyai Matán, Matagka uchijiyai Jacob.
"
Aguaruna,"Jisus Lázaro pujutain jegakmá, Lázaro ukusam cuatro tsawan wegai jegauwai.
"
Aguaruna,"Wagki kuntin maamua nuna numpeenak sumo sacerdote juki, Apajuin anentag suwinak jega Apajuí ememattainum waijakuí tudaujun tsagkugtugti tusag, tuja nejenak jukiag yaakta ukukí apejakajui.
"
Aguaruna,"Nuna jintinkagtua ashimkamtai, tikichik shimuinai ujumak juwakaju aidau ni jintintaiji aidaujai jegantag, augmattsa jintinkagtuamun pachisag iniidau.
"
Aguaruna,"“Aents senchigtina nuna jeen wayaag makichkish wajiijinak yajutmainchau ainawai nuna jigkatskek, untsu nuna jigkajá ashí wajiijinak yajutmain ainawai.
"
Aguaruna,"Ju dekaidau asajum, shiig umintsajum aneaku imagnisjum pujusjum Apajuí dakastajum, nigki wait anenjamu asa, Jisukristu minitai ashí sujamsatin asamtai.
"
Aguaruna,"Imatú batsatai pachiachmau senchi uujak, jega aents achiká chimpitai ajigbau aidaun senchi pegau, imatiktai ashí waitig ujanjauwai. Tuja aents achiká jiju ikagmauwai jigkakbaushkam tsujinag kakekaju.
"
Aguaruna,"Wi juna tajim junak, atumek Jisukristu aentsji asajum pegkeg takaakjum, tsaaptinnum pujumaina numamtuk wajaidau asagmin tajime. Jutii Jisukristui kajintsá anentaimaidautik, iwanchdau aidau suwenum yujaina nuninuk ainatsji.
"
Aguaruna,"Timoteoh, chicham dekaskea nuna wi amina jintintuabiajam nunú aents aidau jintintuata tajame. Kristu Jisusjai ijutkau asam, niiní kajintsá anentaibau, nuigtú anentak ajutjama nujai tikich aidaujaish aneenita.
"
Aguaruna,"Ditá tudauji aidaunash ajumaish adeagchatnun kajimatkitnaitjai, tawai.”
"
Aguaruna,"Nunik aentsun aujus ukuak mujanum wakauwai Apajin ausatatus.
"
Aguaruna,"Apajuí etsegtujakú aina nu agagbaunum: ‘Apajuí taa ashí jintinkagtitnai’, tabau awai. Nuaduí ashí mina Apajun antujuidauk niiniyan unuimajag, minai kaunainawai.
"
Aguaruna,"Nunin asamtai atumnak tsawan tikima ishamain ajutjamtinaitjume, shiwajum kautjamkag yaaktagminak peegmak apagtamak, ashí yantamnum dakagmajag jetepakagtinai.
"
Aguaruna,"nayaim ujanmatai, sábana muun wegkagma iman makí makichik nagkatjamujin jigkatkamu nugkanum akaetatman,
"
Aguaruna,"Wagki ditak Apajuí ju dutikatajum tabaun dakituidau asag tiajui, Apajuí ditan chichajak: “Ju muja juna kuntinkesh najakuig kayai tukujum, nuniachkugmesh nagkikish maatajum”, tau asamtai.
"
Aguaruna,"Tsawan ayamtai tsawaju ai, Jisus jintintaijin saasá aja trigo ajakbaunum utujá wegau, jinta nunú nagkaemaku asamtai. Nuniamunum Jisusa jintintaiji aidau yapajuinak trigon kupik jukiag nejen yuwi yuwinakua ashinaidau.
"
Aguaruna,"Yaunchkek aents Apajuí dekachujai betek batsamsá, ii pegkegchau takastasa senchi wakegamu aidau ajutjamajakua duke takajakuitji. Chicham umiktina nunú dekayatku pegkegchau takastasa nuní senchi wakekauwaitji. Ashí pegkegchau takajakbauwa duka nuní nagkaemas Apajuiyaig datumtamjauwai, dutijamamtai tudau takaamu Apajuiyai tuke kanaaku kanamaina nui jegantuitji.
"
Aguaruna,"Nunikmá wainkauwai Egiptunmaya aents, ni patayí Israel aentsun suwimun. Dutiktai niishkam nuna ayamjak Egiptunmayan mauwai.
"
Aguaruna,"Mina Apag ashí tikich aidaunash nagkaesauwa nunú minak sujusuí. Nunin asamtai niina uwejen aunak makichkish atanmain ainatsui.
"
Aguaruna,"Makichik aents tsawantan mamikia: Wika jujú tsawantin Apajuin ememattajai, takug betek umiktí, nuna dutikak Apajuinak ememattatui. Nunisag ashí tinamag yuwina dushakam dutikatnume, nuna dutikainak Apajuinak ememattatui, wagki Apajuin see tusa yuwidau asag. Ashí tinamag yuwinatsu dushakam dutikatnume, nuna dutikak Apajuinak ememattatui, wagki ditashkam Apajuin see tusag yuwidau asag.
"
Akawaio,"Ɨ'rɨ pe ken iyesi to' tonpa ton uya apurɨto' pʉra iyesi yau? To' uya apurɨto' pʉra iyesi uya Papa e'to' tʉusauro'sa' awɨrɨ pʉra kupʉ?
"
Akawaio,"Uiwano' pe usauro'sa' kasa pʉra, e'tane ikʉipʉnʉ uyenno'nin nʉ'pʉ uya uyapiyo'masa' usauro'to' pe umaimu'tɨsa' iya rɨ.
"
Akawaio,"“Ipokena' Papai, orʉ uya ɨi'tu pʉra iye'tane, ɨi'tu uya. Uyenno'sa' auya tukai' nɨrɨ pʉsamoro uya i'tu.
"
Akawaio,"Urɨ'nokon pɨ' sa'ne ta iya serɨ ko, pen pe'? Ewai', serɨ e'menukasa' uiwano' kon pe, apʉne pʉra non anʉnnin uya anʉmʉ a'tai mɨrɨ awonsi'kɨ i'kwanin uya i'kwa, serɨ kupʉ to' uya eporo tʉuya'nokon poken iyakʉ'pʉsa' anʉmʉ tʉuya'nokon a'tai.
"
